text,sentiment
@_finn_ Except I dropped him on my break and now he's got a ding in his side.  At least it wasn't the screen.,worry
@Littleradge I have a friend who loves that spot. I want to go,enthusiasm
so i guess we r sleepin over.,empty
"@SuzyDunkley sorry bout the cat,",sadness
"writing my AWESOME, but raunchy(; dream to brooke  ahaha",surprise
My car might have to be totaled,hate
@aussiecynic LOL #yourock,happiness
In the university with hungry!!,happiness
Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,sadness
"i dislike math, but math HATES me",boredom
i feel like shit,sadness
Changing my online nickname to mtaby (which will hopefully be my uniqname as well)...hope the change goes by well (domain is available  ),neutral
"STRESSED AS HELL (, but still surviving",relief
"my back and legs kill from yesterday and we have a big old leak in the kitchen, looks like staying in pjs all day infront of the tv",sadness
Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn't feeling well,worry
looking out window is depressing it is so beautiful out and I am in here,sadness
@DHughesy ME! I wanted to go.,relief
@nick_carter ah nick youï¿½ve set the vid to private  do you not want everyone 2 see it or has it been a mistake?,surprise
this has been a pretty shitty week. minus seeing @marktheescape. where is that muscle relaxer i need?,neutral
@sanchaaaa im sadd sancha  june 18 for me is a fail  its gonna be you and chini ((((((,worry
Forgot my power cable at home today,worry
"i really need to go and start some more revision,biology or chemistry today me thinks",worry
@jason_2008 don't be sorry  you can race for charity or just for fun. I do this one for fun.,fun
"First impression of Silverlight: sadly, based on what I saw today, it's quite problematic",neutral
cof Cof Cof!,neutral
anyone want to buy a place on the Oregon Coast?  It is one gorgeous area and unfortunately for me it must be sold.,neutral
@guillermop you should.,sadness
"@xeydna sounds good, the one I was too was also fun",fun
@sophie2dopex a great song by East Clubbers,neutral
"happy bank holiday monday twitter! bath time, spring clean, movie marathon , lazy day",happiness
@mythalez Scii-fi effects definitely look silly no doubt but its worth a watch inspite of that!!,worry
Star Warz day? Really..that is a hot topic? Man..oh man.. I'm just waiting for Star Trek!,surprise
@_micster  How the hell does your hair not fall out constantly?,relief
Admitting that I don't like action plots and I do like romance plots always makes me feel like I'm setting back the feminist cause.,neutral
"@giblahoj Oh! It's not the mothers day in France, but in Germany and in the USA that is it",sadness
kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,worry
14 more days with slow internet,worry
"@JeffAbel Unfortunately, yes...not outside!",neutral
so far I've tried to kill myself TWICE in the 15 mins I've been outside by tripping on stupid things.  I knew I should've stayed in bed.,worry
Charley horses in both legs all night. What the fuck?,worry
I took her cracker now she doesn't love me,worry
@mitchelmusso is it done?,neutral
@angeleyes81075 oh..keep working on it..you can always make it a little smaller,neutral
Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!,happiness
pretty tired after a nice full day.,relief
Finally eating unagi I've been saving up for a while! +udon :] AGH I just realized the band playing at Bear Garden today is one I like!,happiness
I had the best weekend ever,happiness
"@xkathyxrocksx  SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",worry
Hasta maï¿½ana twitters,neutral
"meh, almost didn't sleep, ain't finished anything, I'm close to cancel the Dokomi",worry
sitting in bed where I will be for the weekend.,neutral
@JazzyLadee1908  I try pretty hard to engage everyone I follow! Some of them lack interesting shit to say so they end up unfollowed,sadness
@RC73 I hear U. I can barley keep up with the followers I currently have. Its tuff on a mobile device.,worry
Just found out that Mad Men season 3 is delayed until August.,sadness
"@sofiavalentine cool baby, when are you going to go? I'll be there in July!",fun
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",love
@phillybookco Nice yo!!! Live it for me buddy!,enthusiasm
Under sooooo much stress lately,worry
"getting ready to head out to Camp Allen.  Unless somethings changed, that means no phone service for about 24 hours.",neutral
@baknitter haha IE...it's expensive!!!! Hm...let me message you later,worry
@WilliamSledd Kudos! love some homemade french toast!,love
this is gonna sound really sad &amp; depressing but I really really miss my uncle Sam,sadness
Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,neutral
Waking up at unGodly hours to go to work is starting to get old. At least the coffee is good,sadness
i'm worried because something bad happened today and i don't know what's gonna happen next.,worry
@pillowfarmer So sorry about all that  praying for you,worry
Scared  waiting for the call,worry
@DavidArchie want to hear something funny? I'm yours is on the radio right now!,sadness
"@Buffalokid Thanks for the feedback. Surreal life, surreal oils",happiness
My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4,hate
new project @ work,neutral
Is hungry with a sub,empty
scratchy scratchy throat. warm fluids needed,worry
presentations finished. Busted ankle after stupido models broke catwalk and I TWICE fell in hole in beautiful bottle green Mary Janes,neutral
"urgh, over slept for work, still done no revision and im SO snappy today. having a total fat day too",worry
@spreaditfast thanks for the reply my friend,neutral
is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,happiness
@mareenshere How it was slept?,relief
@tommcfly why you will so little time in rio de janeiro? forgive babelfish!,fun
@lishreece She has her perfect moments. She just broke one of the tiles on the floor in the hallway. I don't find her very perfect now.,hate
"&quot;Your gonna miss this, Your gonna want this back, Your gonna wish these days hadn't gone by so fast&quot;  So true I already miss this year",neutral
phone was acting crazy today so i missed all my tweeties' updates  but i fixed it,relief
"@dannywood ran 5 miles, went to the gym &amp; woke up Ur great kids....dependable Danny  hope it has been great already",happiness
Sent Twitterville 1.2 off to Apple for review  More screenshots etc will be released later this week.,enthusiasm
"May the fourth be with you.  Oh come on, no one had actually spelled it out yet",worry
@Jadeyyg  haa I'm so exciteddd woooo,worry
Maaaan... it is way too nice outside to be in here working.,happiness
@sparklingshoes yeah it's my friends 18th today as well ^^ it's always like a running joke we have,fun
@NikkiBenz cool !! actually i believe T.I. has just begun his jail sentence in arkansas,enthusiasm
"I REALLY WANT TO GO TO artesia , cerritos on sunday for QUEST! LOL. imma die if i dont",enthusiasm
"@gerald_d I can't view anything, Gerald. Not only am I banned, I can't even read the damn place.",hate
Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg,worry
You guys need to get on me. It's been 2 weeks since I've went on a cache hunt  #geocaching,neutral
I definitely feel sorry for Jamie Stewart... Amsterdam audience can really suck (www.xiuxiu.org and read his post of May 27th  ),worry
My hair actually looks kinda fierce today. wth? Listening to U2 makes me happy,neutral
no phone  i knew i should've charged it last night. SIGH,worry
@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth,surprise
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,fun
My niece had e-learning yesterday. She used my computer. I had like 2-3 hours of sleep only. I was cranky and I behaved like an ass!,hate
@asinkujobear lol what..i was thirsty!,neutral
Getting ready to launch the podcast of chapter 1 of &quot;Turning Left at Albuquerque&quot; this morning. I know you're excited - so am I!,happiness
"Am in the place called 0UT OF NOW WHERE!! Take me out from here, somebody  http://myloc.me/1XRI",worry
"Just came back (well yesterday) from the Hannah M. movie, I LOVED IT! I went to the highest part of the cinema to dance! BEAUTIFUL SONGS",worry
shattered! PWG botched his hybrid dolphin shirt order and sent him xl,relief
@PrinceJamir thanks for the follow bro!,happiness
@OhSweetNibblets ok thanks  do you like my new pic? http://twitpic.com/4jewc,empty
I'm so freaking afraid that once again I've managed to stick my foot in my mouth and scare yet another person off . . .,worry
@143presents What time you close today? Is it the last day today or tmr? I may shed a tear,worry
@deversum I've gotta watch out for those stealth skillz! I always forget.,fun
My best mate found out that I am moving. She doesn't understand I wanna do something with my life; Leaving to go to Uni..,relief
is going out in the rain,neutral
@_AislinnTighee yeah. you're really annoying,empty
"@tommcfly Aww tom, that made me smile  We love you very much too xD",love
Cleaned out my Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,relief
@mylesagnew NICE! Got any that are indexed that you want to unload?  I need a few.,worry
"getting ready for school.. reading what's going on on set in Montepulciano, and practically crying cause i'm not there",sadness
"Ok back later, have a great time regardless of the weather  PS I'm only a BB away!",worry
at school... can't wait to get  out of here today...get my tattoo at 3,fun
@honeytweets I also believe in some things are meant to happen.,relief
@EuanGriffin Why?,neutral
I suck dick,love
Damm servers still down  i need to hit 80 before all the koxpers pass me,worry
I am off to bed now....my family has a wonderful day planned for me today      Happy Mother's Day,relief
@terryronald When does it close? I didn't think it'd been running that long? I still haven't had chance to see it!,sadness
Check out my song &quot;time to lose it&quot; on www.myspace.com/flownyce you'll enjoy it I promise,worry
@rhettneckga Me and Wendy are going after all.  Wish you were!!!,neutral
@PManiac thats kickass news !!,neutral
why does zero have to have thomas in it?,sadness
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",relief
@b_club wished I could have been there last night. Sounds like it was rocking! Can't wait to see pix or vids,worry
Fidel has no balls,empty
Fb I hate when I try &amp; support my local bookstore &amp; they never have what I need,sadness
no boby will not talk 2 me,worry
@BBKwieen all of em! Hahahahaha sry,fun
Infamous should have arrived today. But it didn't...,hate
@poojarazdan woah.. awesomely romantic..  write a blog post on this.. I wanna knw the entire story.. like how he proposed etc..,love
